,developerResponse,rating,isEdited,userName,date,title,review,country
102,"{'id': 21893157, 'body': ""Hello! We are sorry you feel that way. Official tickets for Van Gogh: The Immersive Experience in US can only be purchased through Fever. Tickets are not available on any other website or ticketing platform. We've already toured several cities across the Americas, Asia and Europe. We're thrilled to announce that we are coming to US!\nFor your information, this experience is independent of other Van Gogh experiences happening in US but rest assured your tickets will give you access to an amazing experience where you will be immersed in the world of Van Gogh!"", 'modified': '2021-03-27T04:46:55Z'}",1,True,Paraclet0s,2021-03-27 04:46:55,Fraud! Stay away,"Tickets purchased for Van Gogh Philadelphia. Now my bank account has been frozen due to fraudulent activity traced back to this app.

Update: The developer’s response is a generic automated response which has nothing to do with my actual review of their application! Congratulations on’now’ coming to the US! Unfortunately, when YOUR app was used to purchase the tickets. 
THOUSANDS of dollars were taken from my bank account.
I stand behind my original review and since they were unable to respond respectfully and accurately to my review., Please stay away! The Fever application is being used to defraud users of their application!",US
103,,2,False,Not you're mother,2021-12-29 14:27:37,Let Down,"I’ve used this app for a couple of events, always had an amazing time always recommended it to anyone I could after the event was over ! 

I recently purchased a Find my Room: Prime Experience pack and was let down. I paid the most expensive package really excited for my night of luxury as was promised to have to cancel the night before it was able to get started. 

Was given a racist, poorly reviewed, and not even rated hotel. Weeks later and I’m still trying to get in contact with customer service to get the $800 I spent refunded !!",US
104,"{'id': 26829785, 'body': 'Hello! We regret to hear that your experience with us has not been positive. Feel free to reach us at customer_satisfaction@feverup.com so we can take a closer look at your case and properly assist you. We apologize for the inconvenience!', 'modified': '2021-12-14T14:52:54Z'}",1,False,jslberto,2021-12-10 15:44:13,I’m reporting this App to Apple,"I received a link from my fiancé for a Van Gogh ticket. Upon clicking the link, I was told to download this app, which I did. When the app opened, I was given the option to sign in using my Apple ID, which I did. The ticket is not in my app. So I click the link again and get an error. I contact customer service, who told me that I must “log in correctly” and when I asked for clarification, I was told that I was required to give them my email address. The customer service rep gave me zero assistance, gave me snarky attitude, and I have screenshots of the whole thing. 

Oh, and all the 5 star reviews you see are fake.",US
105,"{'id': 24645376, 'body': 'Hello! We are sorry about that, please get in touch with customer_satisfaction@feverup.com so we can investigate what happened and find a solution. Thank you.', 'modified': '2021-08-22T14:27:18Z'}",1,False,KikiD32,2021-08-19 23:01:01,Scam?,"I purchased tickets to an event and needed to exchange for a different date. I followed the instructions to contact them. They responded with an automated email that said I would get a voucher to buy new tickets but would be responsible for paying all the fees I already paid. Ridiculous, but fine. When I responded to the email, following the instructions provided, there was no response. Then I received another auto email asking if I was satisfied with the resolution. It wasn’t resolved! I repeated this process three times. I have not heard from an actual human yet. I am beginning to think I got scammed. I’d avoid this at all costs.",US
106,"{'id': 25135534, 'body': ""Thank you for such a positive review, We're thrilled to hear that your experience with us has been this positive :)"", 'modified': '2021-09-16T07:10:33Z'}",5,False,GWU72,2021-09-13 20:10:41,Great customer service!,I had to cancel six tickets on the day of a big storm. I sent an email that morning and within a couple of hours I had a credit voucher for a future purchase. When I went to make the future purchase I couldn’t quite figure out how to do it but customer service walked me through it with great patience. I highly recommend fever!,US
107,"{'id': 22253639, 'body': 'Hello! We regret to hear about the inconveniences you encountered while attending your event. While seating at our concerts is based on arrival time, every ticket holder must be sat within the zone they purchased tickets for. If you believe you were sat on a zone different from the one you purchased tickets for, please get in touch with our customer service department so one of our agents and study your case and offer you a suitable solution :)', 'modified': '2021-04-15T12:34:11Z'}",1,True,wtfappdevelopers?,2021-04-15 12:34:11,Paid more money for priority seating and was sat in the back,"I paid a significant amount of additional money for better seats and arrived on time but was still seated in the back in the worst seats. I contacted customer care and they said it was based on arrival time. This makes no sense to me because if it was solely based on arrival time there would be no reason for me to pay extra money for better seating. 

The event was also not well run and the acoustics were not good in the room.

Definitely not impressed on any aspect of my experience and do not plan to attend Fever events in the future.

Update: I see the developer responded and suggested to reach out to customer service. I did and support said “sorry about your discomfort have a good day”.  Already deleted my account and app. Plenty of other better more reputable event apps. I wish I would have read the other reviews people have left before using as it seems I am not the only one with issues.",US
108,,1,False,danu165,2020-12-04 16:35:42,Irresponsible,"This company doesn’t mind holding indoor events during a pandemic and not refunding those who would no longer like to participate. LA is currently in the worst position it ever has been and they refuse to refund tickets for an indoor event with The Wizards Den. They told me The Wizards Den would have to refund me the ticket, but when I reached out to The Wizards Den, they said Fever would have to refund the ticket. When I told Fever that, they did not give me a response which leads me to believe that they are the ones who should be cancelling and refunding this event. Instead they choose to ignore the refund request and would rather be greedy and selfish by continuing on with this event.",US
109,"{'id': 25426762, 'body': 'Hello! We apologize for the inconveniences caused by the cancellation of your event. Please reach us at customer_satisfaction@feverup.com so we can reopen your case and offer you a suitable solution! ![](https://backend.growthdot.com/reply-after-this/2919005_7d7c4bee-9f9e-4977-984e-96877fb48e42.gif)\n\nFever Team', 'modified': '2021-09-30T21:51:22Z'}",1,False,amaass14,2021-09-26 18:41:01,Re: any attempt at contact is useless,"We had an event that we spent $400+ for tickets to that was cancelled amid covid. Non refundable of course. So they let us know we would get an email when tickets were available again for the new dates. Of course we did not get an email, most dates were sold out and the date we did get, half of us can’t attend. Any time you reach out to this company you get no response and believe me I have tried every single attempt at contacting them. I would never spend my money through this app ever again or support an app that does not respond in any way to its users.",US
110,"{'id': 24048995, 'body': ""Thank you for your 5-star review! We're happy to hear that our agents were able to accommodate you 😊\u200b\n\nFever Team"", 'modified': '2021-07-21T10:37:23Z'}",5,False,Britbritwhatever,2021-07-20 02:19:18,Very attentive!,Very attentive! I had an issue with having had purchased tickets for the wrong time slot and they were able to refund the amount as a voucher immediately and talked me through clearly on how to use it to repurchase a new time slot. I was expecting for it to be a mission and hear back in a week as most events/apps are but they were very prompt and efficient.,US
111,"{'id': 22896896, 'body': 'Hello! Thank you very much for your review. We are very glad you have enjoyed the experience with our Fever user support team. We are always willing to help our users in the best way possible. Our commitment is to offer our users the best experience (: All the best!', 'modified': '2021-05-19T13:07:37Z'}",5,False,Kstutch,2021-05-07 14:15:52,Great customer service,I am a new customer & had purchased tickets to an event. I accidentally purchased a ticket I didn’t have to for my child and the customer service team responded to me the same day & quickly refunded my money. They were professional and kind. I definitely appreciate their quick response and would recommend them to everyone!!,US
112,"{'id': 8513638, 'body': 'Hi there, Thanks for your feedback. We are sorry to hear about your experience and we take your comments into account so we can continue to improve. lf you have any issue or doubt, please feel free to email us at hello@feverup.com, we’ll be happy to help you out! :) Kind regards,  Fever Team', 'modified': '2019-05-05T10:43:34Z'}",3,False,Steel1743,2019-05-02 13:58:13,Cool app but customer service?,"App is cool and all but it lacks important details for many of it’s events, I called speaking to customer service and it’s legitimately something out of a comedy movie. Sounds like I’m calling a guy who’s just woke up in bed, could barely hear noir understand him. I was asking him questions and he didn’t even know anything about the event, after every line he would say “ I think “ or “ I’m not 100% sure “ and if I tried to get him to confirm what he was telling me was true he would respond with “ I’m not 100% sure”.",US
113,,1,False,rok_313_dc,2021-12-20 14:55:08,Poor customer service,"I bought tickets through this company to go to the DC Van Gogh exhibit. One person in my party couldn’t go but the staff had informed us that we’d be able to reschedule for another day. When I requested this, they told me that fever doesn’t do modifications or refunds, which is ridiculous especially with COVID. There is no way to contact this company asides from a customer service submission and email… 
Once you book, they don’t really care about you. I am very disappointed with this first time experience I’ve had with this company. Will not be buying any event tickets through fever again.",US
114,"{'id': 25726100, 'body': 'Hello! Thanks for bringing this to our attention. Please, contact us at customer_satisfaction@feverup.com to help you with your case. Best regards.', 'modified': '2021-10-17T15:54:18Z'}",1,False,pbjxyz,2021-10-07 04:10:46,Terrible customer service,"I had to cancel two events due to a change in Covid regulations I am not from nyc so it effected my parties travel out there first time I contacted them for a refund they denied it and only offered a change in event but I had to select another within 30 days I had to contact them a second time to remind them that Covid is the issue 
They ignored me until I reached out two weeks later

Once again a third time contacted service it’s another song and dance to not give my refunds this is ridiculous! I should not have to stress over getting my refund for a pandemic related issue",US
115,"{'id': 22161584, 'body': 'Hello! we are experiencing a high volume of contacts and our reply times have been impacted, however our commitment is to get back to everyone as soon as possible. We are sorry for the inconveniences. We have taken a look at your case and we want to confirm that we have sent a reply to your request. please take a look at your email :)', 'modified': '2021-04-13T02:14:41Z'}",1,True,Aajramirez,2021-04-13 02:14:41,Buyer beware.,"Buyer beware, horrible customer service. Lost out on $200 because we had to cancel due to unforeseen events. Contacted fever customer service a week in advance to cancel our tickets and no answer back. Then again 48 hours before the event (per their guidelines), and finally got a response of course conveniently on the date of the event stating “they are working diligently to find a solution” and that was it. Crickets after. No resolution no refund not even the bad vouchers all of their reviews complain about.  I would never use them for an event again and will let anyone who will listen know this as well.",US
116,"{'id': 26610873, 'body': 'Hello! We regret to hear that your experience with us has not been positive. Please reach us at customer_satisfaction@feverup.com so we can reopen your case and offer you a suitable solution!', 'modified': '2021-12-02T20:18:17Z'}",1,False,illie p,2021-12-01 15:33:06,Unfair,"The way the interface is developed, the prompting messed me up, and I bought a ticket for the wrong day that was a measly $11. I understand they have policy of making no changes but what of the people who have made mistakes like this with expensive events? 
For $11, I feel like its a customer satisfaction & service that could’ve been credited to my account to help my situation but instead was treated without any care or service at all. Such an inconvenience. Not even polices in TRAVEL is this uptight. 
After my trip, fever will NOT be used again in my books. I’ve never felt so unheard, no rapport, no understanding.",US
117,"{'id': 26177562, 'body': 'Hello. We regret that your experience with us was not positive. We will make sure to forward your comments to the appropriate department for them to take it into account moving forward. If you need further assistance please reach us at customer_satisfaction@feverup.com', 'modified': '2021-11-09T20:41:52Z'}",1,False,adtra,2021-11-07 23:44:48,Either a total scam or super mismanaged - stay away in either case,I bought tickets for an exhibit 4 months ahead of time. I got an email the week of saying that the opening was delayed and asked me if I wanted to reschedule. So I rescheduled for three weeks later. And once again was told that I would need to reschedule again. At this point it felt super shady and I had seen enough negative reviews of this company online to make me nervous. So I asked for a refund and I’ll never book anything through them again. They are either scamming or just horrible at what they do. It’s not worth the hassle.,US
118,"{'id': 22978254, 'body': 'Hello! We are sorry that you feel that way, we are always willing to help our users in the best way possible, if you are not satisfied with the solution we provided please contact us again so we can help you out. We are a very serious company and we care about our users. We are sorry for the inconvenience caused and we remain at your entire disposal in case you decide to give us another opportunity :)', 'modified': '2021-05-24T13:20:44Z'}",1,False,DeLaKris,2021-05-20 17:13:34,BEWARE OF SCAMS!!!,"I purchased tickets for an event as a birthday gift back in January. The even got canceled which is fine but I never got refunded for my tickets. I had to email back and forth with their team for months in order to get a voucher for my tickets. They have since raised the price on the tickets to the same event I originally was supposed to attend and are insisting that I have to pay the additional $30 since the voucher only covers the original price and not the new one. Awful customer service and policies. Find your events elsewhere, fever does not deserve a penny. I will never use their services ever again.",US
119,"{'id': 25702887, 'body': 'Hello!\n\nWe regret to hear that your experience with us has not been positive.\n\nFeel free to reach us at customer_satisfaction@feverup.com so we can take a closer look at your case and properly assist you.\n\nWe apologize for the inconvenience!\n![](https://backend.growthdot.com/reply-after-this/3077548_5ed9e67e-4321-431e-8cb3-ac609a8de806.gif)\n\nFever Team', 'modified': '2021-10-15T13:54:14Z'}",2,False,daref8,2021-10-08 04:59:51,Poor business practice,"Refunds are generally not offered, and on the occasion you have to cancel an event for a reason sufficient enough to convince the app to credit you for what you spent, they only give you a voucher good for 2 months. If you’re out for that time and unable to schedule another event within 60 days (which is difficult considering the limited options) then you are completely out the money. I’m deleting this app, there are better options with more events and better business practices.",US
120,"{'id': 22876655, 'body': 'Hello Naty! We are very glad you have enjoyed the experience with Fever. Our team is always ready to help you out with anything you need. All the best!', 'modified': '2021-05-18T13:47:34Z'}",5,False,Naty34789,2021-04-30 21:27:26,Fun event and helpful support staff,I attended a spray paint and sip workshop class that was so fun that I almost immediately booked a second time. But I didn’t check my calendar and realized that I needed to reschedule/rebook the workshop. The support staff was helpful in cancelling my booking and applying a voucher to my account so that I could rebook for another date. They made it easy and were very accommodating. Thanks fever!,US
121,"{'id': 28110608, 'body': 'Hello, Lucie. Thanks for your honest feedback. We will forward your comments to the appropriate department for them to take them into account for our app in the future. Regards.', 'modified': '2022-02-17T15:53:52Z'}",3,False,Lucie Osorio,2022-02-06 21:17:32,Calendar,"The app is great and everything but you can't open a calendar and choose the period of time you're interested in, only random options like ""tonight, tomorrow or next week"". What if I want to plan things a month in advance? What if I only want to see a weekend or a holiday? That's a big miss there. Perhaps it's there, and I don't see on my phone? I got an iPhone 12 pro and that setting is not visible for me. Hope you guys fix it! I'd update my review to 5stars then",US
122,"{'id': 25726449, 'body': 'Hello! We apologize for the inconveniences caused by the cancellation of your event. Please reach us at customer_satisfaction@feverup.com so we can properly help you with your case.', 'modified': '2021-10-17T16:54:12Z'}",1,False,Trudygrrl,2021-10-09 22:39:20,It’s a Scam DON’T USE THIS APP,"I bought tickets 6 months in advance for the Banksy event. 24 hours before the event, they cancelled the event. The email said I could request a refund. A credit voucher is not a refund. I’ve been going back & forth with them asking for the refund. I tried the live chat and the guy abruptly ended my chat when I provided my ticket ID. The customer service is terrible. 
I looked up the event and found every prior date had also been cancelled also. 
If an organizer cancels, they have a responsibility to refund the the tickets. This app is only interested in your money. 
I’d say this a scam.",US
123,"{'id': 13022411, 'body': 'Hello,\nWe are very sorry you think this way :( We are always glad to help in any way we can, however we have to comply with the policies of the company and our partners. In any case, we apologize for the inconvenience caused to you and we remain at your disposal if you need anything.\nKind regards,\nFever Team', 'modified': '2020-01-20T17:18:37Z'}",2,False,Youme123456123456,2020-01-08 16:41:37,Bad customer service,"The app is fine, but their service is horrendous!!
I had bought a ticket to a show, then a medical reason came up and I had to have surgery. Unfortunately the surgery was scheduled on the day before the event. After talking to a few representatives and multiple emails they REFUSED to just give me credit! I mean really??? I was in such shock, and so upset. I was looking forward to the event, and I was upset that I couldn’t go. Apparently a moderately invasive and difficult surgery is not enough of a reason to be nice or understanding. I will never purchase tickets from this app again!",US
124,"{'id': 27795573, 'body': 'Hello Jacquelyn. We are so glad to hear that the issue was solved and that Vinnicius was able to provide the assistance you deserve! Thank you for giving us a second chance! We hope to see you soon at any Fever event!', 'modified': '2022-02-01T23:21:40Z'}",5,False,JacquelynZ,2022-01-30 18:24:38,Really Impressed by the Customer Service,"I am really impressed by the customer service because I originally had a bad experience with one of the people on the Fever Customer Service team but after reaching out again, Vinnicius went above and beyond for me and I am really appreciative of that. The show of customer service and care was amazing!",US
125,"{'id': 24895683, 'body': 'We are sorry about any inconvenience caused. However, please note, our exhibition is not fake; there are currently several Van Gogh exhibits running in different cities around the U.S. All these experiences are equally legitimate and very similar in that they’re projection-based exhibits. However, they’re organized by different companies. Ours is organized by Exhibition Hub and sold exclusively by us.\n\nIf you still need help, please get in touch with customer_satisfaction@feverup.com, so we can prioritize your case and address it. We will be waiting for your email!', 'modified': '2021-09-03T15:27:15Z'}",1,False,Ruchi54384,2021-09-01 17:44:40,Scam,"Firstly Fever hosts fake Van Gogh event. Ok, I didn’t notice it’s fake. I may need to do more research before purchase. Can I request refund? No refund at all. Ok maybe this fake show is not bad. I went to the place, but the staff told me no show today because of “technical issue”. (No any kind of notification email or text message at all. I wasted two hours on driving on Sunday morning) And the staff gave me a phone number and told me I could ask for refund or reschedule because it’s their fault. I called that number millions time. No response at all. Even it’s their fault, I still can’t get my money back.",US
126,"{'id': 28202557, 'body': 'Hello. Thanks for bringing this to our attention. Please, contact us at customer_satisfaction@feverup.com to help you with your case. We apologize for the inconvenience!', 'modified': '2022-02-22T22:43:18Z'}",1,False,ezgrzn,2022-02-13 18:16:56,Don’t purchase tickets using this app.,"We purchased tickets for lego exhibit in SF. We were there at the time of event. They checked us in and after 1 hr waiting. We still couldn't get in. We asked for a refund. The attendant got all out information and said we were going to get a refund. We left and never got a refund. They used their policy as an excuse for their unfair business practice. Beware their non existing business ethics ,they are far from professionalism. I tried getting a refund through my bank but they even fought that despite that we were lied and misguided by the staff.",US
127,"{'id': 10931254, 'body': 'Hi there, Thank you so much for your 5 stars! Our users are the most important thing in the world, and we love helping them. We are glad to know that our mission is fulfilled! ;) Thanks for using Fever! Kind regards, Fever Team', 'modified': '2019-09-27T12:59:43Z'}",5,False,J. Dempcy,2019-09-26 17:59:19,Great Customer Service,"Went to an event and had a lackluster time. Chalked it up to “not my scene.” Then I got an email asking what I thought of the event and responded that I didn’t enjoy myself. I thought that was it and didn’t expect any follow up, but the folks at Fever gave me and my friend full refunds! What! Not expected at all and above and beyond stellar customer service. I would never expect that and was surprised and delighted.",US
128,,1,False,Polydin,2020-08-23 18:43:13,Possible Security Breach,"We purchased tickets to an event for on a Sunday evening, when we went into the fever app to confirm the address, our tickets had been changed to Saturday afternoon. To their credit, they did refund our tickets however they offered no explanation as to why my tickets were changed. The event was then marked cancelled in their app, however we had friends in attendance on Saturday so we know it was held, and the event is still listed on the hosts site for Sunday evening, but it is sold out. The whole transaction is highly suspect; did we really ever have tickets in the first place?",US
129,"{'id': 25203874, 'body': ""Thank you for such a positive review, Aimée! We're happy to hear that your experience with us has been this good 😊\u200b ![](https://backend.growthdot.com/reply-after-this/2832081_083e0ba6-22c9-4d2a-bb6f-d9372244f229.gif)\n\nFever Team"", 'modified': '2021-09-20T09:55:37Z'}",5,False,Aimée Oyinlade,2021-09-19 01:11:12,Amazing Customer Service,I bought tickets for the wrong show time and the time I wanted to switch to was sold out. The representatives cancelled my tickets and offered me a voucher for the value of my tickets to apply to a new show date and time. They were so prompt and gracious. I got everything resolved in a matter of hours.,US
130,"{'id': 24192986, 'body': 'Thank you so much for such a wonderful review! We hope that you keep finding interesting things to do around your area 😉\u200b\n\nFever Team', 'modified': '2021-07-29T07:49:50Z'}",5,False,Debjenmad123,2021-07-27 18:25:37,Amazing fun app with cash back,If you want ideas on what to do in your city or on vacation open up FEVER. Things I didn’t know about events and bars and pop up events.  Even secret locations. See more of your city with the help of FEVER.  Love this app and you get cash back on every purchase that you can use right away for your next purchase.,US
131,,1,False,Flowergirl19951980,2020-11-07 07:20:23,Pathetic and probably won't survive,"First off, the events they offer are priced ridiculously high.  You can go direct or look on other sites for better prices.   

Secondly, they're really shady.  They offer events that aren't even available or are closed due to covid and they know full well that the event isn't going to happen on the dates they are offering.  Then a week before the event sure enough they cancel but offer 6 new dates that aren't gonna happen.  This keeps repeating so they don't have to refund your money.

You'll never get a refund.  You'll just get vouchers.",US
132,"{'id': 22161611, 'body': 'Hello! Thank you very much for your review. We are very glad you enjoyed the experience with the Fever app and our user support team. We are always working to improve the user experience (: Best regards,', 'modified': '2021-04-10T11:25:12Z'}",5,False,catcantgoback,2021-04-08 12:31:20,Communication,"I reached out to Fever 3 times before they finally got back to me! I really think they were smoothing out the kinks in their system.
When they got back to me it was consistent,professional & they got my answers to me immediately & then followed up to make sure I was satisfied!
Great company with great service! 
Use this App- you won’t regret it!",US
133,"{'id': 23550762, 'body': ""Hello, we're sorry that your experience with us has not been positive. Could you please contact us to customer_satisfaction@feverup.com so we can follow up on your case?"", 'modified': '2021-06-23T18:57:15Z'}",1,False,boots1124,2021-06-22 13:29:59,Scam of an app with poor customer service,"This app is apparently notorious for hosting events, charging for tickets, canceling events with no heads up and giving you the runaround or ignoring you when you ask for a refund. I purchased tickets to a sushi making class only to find it had been canceled with no updates sent to ticket holders. I’ve opened a PayPal dispute and I keep receiving auto responses saying I will be followed up with. I’m currently out $112 and growing agitated with this company. Check trust pilot and Yelp reviews. Do not buy tickets from them. Buy them directly from the venue.",US
134,"{'id': 27745400, 'body': 'Hello! Thank you for your positive feedback! We are happy to hear that your experience with our APP and customer service has been positive :)', 'modified': '2022-01-31T01:00:39Z'}",5,True,simlys47,2022-01-31 01:00:39,"Good customer service, finally!","I left a bad feedback after refusing to change my date but shortly a wise man reached to me and did what I asked, with care and courtesy. Thus, my review is changing also from one star to five. If you keep your clients happy, everyone will gain. This is about the app, works well and simple. The show is another story.",US
135,"{'id': 21849761, 'body': 'Hello Brett! We are sorry to hear you have not enjoyed your experience with our support team and our app. We’re always working on constant improvements and, if you decide to come back, we will be waiting for you with open arms. :)', 'modified': '2021-03-24T21:51:09Z'}",1,False,BrettD,2021-03-05 14:39:05,Terrible App,"This app sells tickets to interesting, non-traditional events. Cool, right? But the ordering process is so weird, you have to select certain kinds of tickets and can’t easily order additional types of tickets, for example, I have a family of four - 2 adults 2 kids and 3 adult friends wanted to join us.

I can order a family pack with discounted tix for the 2 kids, so I selected that for a date and time I wanted and then added 3 adult tickets....I was charged for 7 adults. I wrote to try to get the money refunded, best they could do was give me a voucher for another day....great so I end up spending the correct amount on a later date...and having a remainder left in my voucher that never gets used.

This could easily be a great app, instead I will be deleting it after I go to my event. 

Many others have noted how ticket purchasing and customer service is poor, add mine to theirs",US
136,"{'id': 25305737, 'body': ""Hello! We apologize for the inconveniences caused by the cancellation of your event. We're pleased to hear that your case was properly handled and that a suitable solution was offered to you. Regards,"", 'modified': '2021-09-24T18:11:51Z'}",3,False,sgreath3,2021-09-22 23:33:55,Don’t get scammed like I did,"Fever canceled my event mere hours before it started- I’ve had the tickets for months- and won’t refund me. The event cost me $200. They will only credit my account, which I would understand if I canceled of my own accord, but THEY canceled the event with no notice and still took my money.

UPDATE: moved to 3 stars because they eventually agreed to refund me after multiple rounds of calls and emails. Still will not use this service again.",US
137,"{'id': 25426750, 'body': 'Hello. We regret to hear that your experience with us has not been positive. Please, reach us at customer_satisfaction@feverup.com so we can take a closer look at your case and properly assist you. We apologize for the inconvenience!', 'modified': '2021-09-30T21:50:05Z'}",1,False,chrissytiegen,2021-09-28 17:13:04,Misleading advertising and slow customer service,I purchased tickets for an outdoor concert on a beautiful fall evening.  When we arrived we were notified that it was moved indoors even though the weather was perfect.  I asked if I could return my tickets and get a refund because I wouldn’t have purchased the tickets if I knew it would be indoors.  I was told to contact customer service to get my refund which I did that night.  It’s been 6 days and I have not heard back.  I’m so irritated and disappointed- wish I never purchased tickets through this app.,US
138,"{'id': 24854238, 'body': 'Please reach us at customer_satisfaction@feverup.com so we can reopen your case and offer you a suitable solution. We apologize for the inconveniences! ![](https://backend.growthdot.com/api/mail-tracking/resources/2579610_4bda4f0a-aaee-42c4-9dfa-97bc88c84d60.gif)\n\nFever Team', 'modified': '2021-09-01T16:29:06Z'}",1,False,SMS1717,2021-08-31 02:04:10,"Changed dates at last minute, no refund","I am disappointed. My girlfriend bought tickets to an event through this app months in advance, and 10 days before the event was set to happen, the date was changed to a night that I had a conflict. Rather than simply offering a refund, they set up a series of hoops for us to jump through to switch our tickets to a new event, when all we want is a refund to the show that we can no longer see because the date was switched on us at the last minute. Not good customer service.",US
139,"{'id': 21848873, 'body': 'Hello! We are sorry to hear you have not enjoyed your experience with our support team and our app. We are experiencing high volume of contacts and our reply times have been impacted. We’re always working on constant improvements and, if you decide to come back, we will be waiting for you with open arms. :)', 'modified': '2021-03-24T20:46:42Z'}",1,False,Mjackson333,2021-03-22 14:41:21,Avoid,Worst customer service I’ve ever dealt with. Their app screwed my order up changing my tickets from 2 adults and 2 kids to 4 kids. I immediately contacted them offering the price difference. They took 18 days to contact me back and said they could offer me vouchers on future purchases but I could no longer get adult tickets. So the show is sold out and we can’t go unless we want to send 4 kids while we wait outside. Santiago is a lazy customer service employee who only has excuses and no real solutions. It seems like apps now are garbage and anti consumer.,US
140,,5,False,amk261,2018-12-05 18:41:31,Phenomenal customer service,Really want to say I had a issue with the timings and due to work (very demanding field of work) I had to miss the event. While they normally don’t do refunds this one customer service rep named Irene went out her way to assist me and due to my unique circumstance was able to get a refund. I cannot be anymore grateful for the fact that they went above and beyond for me!,US
141,"{'id': 26081105, 'body': 'Hello! We regret to hear that your experience with us has not been positive. Feel free to reach us at customer_satisfaction@feverup.com so we can take a closer look at your case and properly assist you. We apologize for the inconvenience!', 'modified': '2021-11-04T14:15:32Z'}",1,False,kuhnmemorial69,2021-11-02 16:08:38,Can’t download app,I just purchased tickets to Candlelight Jazz : The music of legends featuring Billie Holiday. It says that I must download app in order to use tickets at the venue even though I received confirmation from my card holder and by way of email from FEVER. Please tell me I haven’t been scammed and will be able to enjoy a wonderful night of Jazz. I’ve read the revues and I feel so misused after reading the comments. Please tell me that I haven’t been taken advantage of and mean it with sincerity. 😩 What have I gotten myself into because I can’t even download the app !?! 😩,US
142,"{'id': 22938278, 'body': 'Hello! We are sorry to hear you had problems with your purchase. Our team will review your case to give you the best solution possible but we must follow our exchanges policy. We are sorry for any inconvenience caused. Kind regards', 'modified': '2021-05-21T13:06:36Z'}",2,False,American Woman Fan ,2021-05-19 20:38:30,Buyer beware!!!,"Beware, beware, beware!!!  When trying to purchase tickets  for an event, I need 1 adult and 1 senior. I had to purchase separately. Once I got them, one was for the wrong date. When I contacted chat to get it corrected, The girl told me she would have to get with her team. When I called, I got a guy that said he would email me and wait for me to reply to his email, and then he would email me to give me instructions how to correct the ticket. But the “ booking fee” is non refundable. Poor, poor customer service.",US
143,"{'id': 27042515, 'body': 'Hola,\n\nHa sido un placer tenerte en nuestras experiencias 😊\n\nY que grandes noticias que tus regalos fuerond e agrados para tus seres queridos :)\n\n¡Gracias por usar Fever!\n\nUn saludo,\n\nFever Team', 'modified': '2021-12-25T04:22:48Z'}",5,False,LisaG-D,2021-12-24 00:41:46,Best gifts I have ever shared,Purchased 4 VIP tickets for Boston Van Gogh exhibit and multiple Nailed It-At Home events for family members across the states. The kids are still taking about the fun of Baking experience. Family/friends who went to VanGogh called immediately in awe of the event and loved every bit of the VIP Ticket experience. THANK YOU FeverUp for making this possible!,US
144,"{'id': 21849036, 'body': 'Hello Janiskas, We are sorry that you feel that way. We have checked your case and we can confirm that it has been sorted already by one of our agents. Should you need further assistance, do not hesitate to contact us. Best regards,', 'modified': '2021-03-24T20:59:14Z'}",1,False,Janiskas,2021-03-17 02:20:00,Cannot create account,"I bought tickets to an event and the email receipt indicated to access the tickets through the fever app. I downloaded the app and I am unable to set up my account profile. I cannot change the email address from some pre assigned email and profile name. I cannot get appropriate responses to my requests for help. Is this a legit site, or did I just give away $99? If I do not get an appropriate response or help, I will report it as a crime and continue to give the app bad reviews so others will think twice about downloading it.",US
145,,1,False,sarahbanana7,2021-12-26 02:45:16,Misleading “Change Date/Time” Option,"There is an option on the app to change the date or the time of your tickets. When you do this, it tells you it will cancel your original ticket and provide you with a voucher to rebook for a new session. Be aware that this voucher does not include the $5 booking fee, which you will need to pay again to rebook the ticket. The app does not make this clear before cancelling your ticket but will not refund you or reinstate your original ticket once you’ve requested to change.",US
146,"{'id': 23293732, 'body': 'Hey there, Gronti.\n\nThank you for your review. We are sorry to hear you had such a frustrating experience with us, but we really appreciate that you took the time to bring up this issue.\n\nWe are currently working day and night to offer a more friendly platform that allows the ""shopping cart"" feature so you can purchase different types of tickets at the same time.\n\nWe hope to see you soon at any of our events. Thank you for your trust and please excuse us for any inconvenience.', 'modified': '2021-06-09T19:05:26Z'}",1,False,Gronti,2021-06-08 15:29:53,Terrible User Interface: Multiple Tix FAIL,"Buying multiple tickets of different types such as Adult and Child is stressful, confusing, and unnecessarily complicated. 

Imagine seeing the show you want and there are only three tickets left. You want one Adult ticket and one child ticket. You can’t buy them together! You have to buy one first (all the way through checkout) and then go back into the system to buy the other. You can’t even put them in a basket one at a time. Nope, they have to be completely separate purchases! 

What would happen if I bought one ticket and then they sold out as I was buying the other? There are no refunds so I’d be stuck with one ticket with no hope of getting another for the same show. 

This is CRAZY. No other legit company does it this way. 

Do yourself a favor, Fever, and hire a real UX person to audit this app.",US
