,isEdited,developerResponse,review,title,date,rating,userName,country
53,False,"{'id': 25777266, 'body': 'Hello. Thank you for bringing this to our attention. Please reach us at customer_satisfaction@feverup.com so we can properly assist you.', 'modified': '2021-10-19T19:25:49Z'}",I booked an experience for my birthday and arrived to a closed down building. It ruined the day and I contact both the event and fever after double checking my time and date and they have been telling me for 2 weeks (4 separate enquiries) that they will get back on email within 24 hours. Giving up hope and I want to let everyone know not to bother with this waste of time scam app.,It’s a scam stay away.,2021-10-12 15:40:25,1,Jordan3083,GB
54,False,,Sabrina was a great help after I had entered the incorrect details for receiving my tickets. She was very patient with me as I’m not the best with technology and I was able receive my tickets in the app after completing some security questions.,Excellent customer service,2017-11-02 18:51:02,5,johnnydeeable2,GB
55,False,"{'id': 11235708, 'body': 'Hello, We apologise for the inconvenience :( We do our best to help our users out, however we have to comply with the policies of the company and our partners. We remain at your disposal in case you need anything. Kind regards, Fever Team', 'modified': '2019-10-14T11:41:40Z'}","Spent over £66 on tickets for an event on this app..... did not get the tickets and was told I couldn’t get a refund . Also did I forget to mention that NO REFUNDS!!!! It’s 2019 everything is refundable, also it’s your legal right as a consumer to refund, even when you purchase an item online, especially when what you get is not fit for purpose. Avoid this app at all costs, it’s really a 3rd party app, that only sends you to the original event organiser.",Scammed out of £66 on tickets,2019-10-09 01:32:10,1,Another Millenia,GB
56,False,,"It’s the first time I’ve booked through Facebook app as I didn’t have a google account to pay 
the show I’m going to is in three weeks it’s all paid for 
Why do I have to call the venue to confirm I will be arriving on the date I’ve paid for 
As I’m told when I’ve downloaded the app and looked at my booking 
As follows 
Please note you must call ahead to confirm your booking followed by phone number / email 

I’ve paid and have confirmation of payment and downloaded the app as was told not all venues accept emails as confirmation 

Yet another hurdle and I’m 3 weeks away from a birthday treat for my missus 

How about getting your house in order fever and guaranteed tickets your customers who have been charged 
Alarm bells 
#godirectorprovemewrongfever",Wade,2018-06-30 19:16:44,1,alpachinoz,GB
57,False,,I bought a ticket for a party and a few weeks later realised I couldn’t attend. I emailed the app asking if I could get a refund. They informed me they do not usually issue refunds but that they would give me one. I was very impressed!,Fantastic customer service!,2017-10-30 15:01:14,5,jxienemd,GB
58,False,,Excellent customer service. They organised me a ticket for something that was sold out. Really helpful and always picked up the phone and you can actually speak to a person! Will use again for sure!,Just brilliant,2018-04-27 19:14:49,5,parkeremma1001,GB
59,False,"{'id': 27683615, 'body': 'Hello! Thank you very much for your feedback. We will make sure to forward it to the appropriate department for them to take it into account moving forward :)', 'modified': '2022-01-26T21:07:47Z'}","Many of the indicative prices of events are misleading and untrue. For instance, it was saying Harry Potter experience for 19£ on the thumbnail and when you click on it, it leads you to a page where it says 46£ per person. That has happened with several of their tickets and it is very time wasting to be looking at hideously misleading info and browsing pointlessly until the price actually matches the product.",Stated prices on thumbnails are misleading,2022-01-07 15:12:44,1,Cnar123,GB
60,False,"{'id': 25641036, 'body': ""Hello, Colgina. Thank you so much for your 5-star rating - it's much appreciated! We hope to see you again in future Fever events! ![](https://backend.growthdot.com/reply-after-this/3104155_ce2c782b-b429-413e-962b-d488c5841271.gif)\n\nFever Team"", 'modified': '2021-10-12T13:58:31Z'}","Good app that runs smoothly and easy to get in touch with if the road’s a little bumpy, Live Chat is quick and responsive when you need to get in touch",Good app,2021-10-10 22:50:54,5,Colgina,GB
61,False,"{'id': 1429793, 'body': 'Hi there,\n\nWe are really sorry you think this way :(\n\nSeveral millions of users are so happy with the Fever experience and with all the plans and discounts we offer on the app.\n\nRemember that you can always write us and email to hello@feverup.com, in order to receive a more personalised service regarding the issues you might encounter.\n\nWe are looking forward to your email!\n\nkind regards,', 'modified': '2017-10-04T15:42:35Z'}","I have no idea how this app had the rating it does, due to the fact I found it on Facebook, I can only assume they have a large budget for marketing and therefore have also paid for fake reviewers.

The app is awful. Use Time Out instead.

It is buggy, there are only paid events, you can only sign up with social media, they store your card information in the app without your permission and it’s incredibly easy to accidentally buy tickets. 

Their customer service agents are not friendly or helpful as many of these reviews would suggest. I think the fact that the developers are replying only to those who are leaving positive reviews here reflects this.

Seriously, Time Out is better in every way :)",AVOID - Terrible App,2017-09-23 08:41:07,1,becca37583,GB
62,False,"{'id': 25259163, 'body': 'Hello! We regret to hear that your experience with us has not been positive. Please reach us at customer_satisfaction@feverup.com so we can review your case and offer you a suitable solution.', 'modified': '2021-09-22T18:09:52Z'}","I made a mistake with the dates of an event. Messaged in using the live chat feature. Got offered a voucher/coupon to use provided I responded to the email they sent to me. I’ve replied about 5x to the email and nothing. Messaged in again and they told me they’ve never received my emails confirming that I want them to issue the voucher. It’s absolutely disgusting. Stay far far away this app, this company, save yourself the bother and the money.",Appalling,2021-09-21 04:50:51,1,Interface76,GB
63,False,"{'id': 14863035, 'body': ""\rHello, We are sorry you think this way :( We are always glad to help in any way we can, however we must follow the organiser's guidelines when making returns in this Force Majeure case. We are very sorry for this experience, although we hope you can understand that there are many parts affected by this situation and that in the future you can enjoy other plans with us. We remain at your disposal if you need anything. Kind regards, Fever Team"", 'modified': '2020-04-23T11:40:31Z'}","I won’t recommend fever at all. The customer service is pretty dreadful and these times we are in are unsure because of the dreaded COVID-19, means events and things are moved or cancelled, but if a new date is set that you then can’t attend, don’t think they will help. They won’t. They were first very vague and when asking for clarity, there was simply nothing they would do, so I’m out of pocket and they aren’t.",Very disappointing customer service,2020-04-09 16:00:56,1,Shhh whatevs,GB
64,False,"{'id': 26369141, 'body': ""Hey, it's so sad to learn that this exhibition was not up to your standards. We will keep working really hard so your next experience with us is deserving of a better rating."", 'modified': '2021-11-19T16:56:36Z'}","Moved the event to an earlier date with no notification. When I applied for a refund / ticket exchange, of course, it’s after the event so no refund as per their absolutely despicable ‘terms of use’ policy. £110 from my pocket straight to Fever’s, easy as 123. 
Customer service is a robot, providing automated replies. 

Terrible company and one I’ll not be using again. 
One positive to take though is, I now get to delete their app. Thank the lord.",Absolute Scam. Best avoided.,2021-11-17 19:03:39,1,Themoodymann,GB
65,False,"{'id': 8496579, 'body': 'Hi Jeff,  We apologise for any inconvenience that might have been caused to you. We always do our best to help our users, and we will take your comments into account so we can continue to improve. Please feel free to contact us if you need anything. Kind regards,  Fever Team', 'modified': '2019-05-03T13:52:40Z'}","They lied about seats, noting I should get there early as it’s first come first serve , when in fact they were already assigned and not very good seats . I tried to contact to get more clarity and was for first time 
after the fact I was told , the seats are pre assigned and since then , they have been ignoring me.  in my view it’s such a competitive space , horrible model to ignore a client when they are 100% correct .",Jeff,2019-01-29 15:56:03,2,jefrey100,GB
66,False,"{'id': 24156508, 'body': 'Hello! We regret to hear that your experience with us has not been positive. Feel free to reach us at customer_satisfaction@feverup.com so we can take a closer look at your case and properly assist you. We apologize for the inconvenience!\n\nFever Team', 'modified': '2021-07-27T11:46:04Z'}","things like changing details of your ticket and using a voucher are unnecessarily complicated through this app, vouchers are issued in the wrong amount (less than the amount paid, not including the ticket fee), voucher issues cannot be resolved through the chat, thus the chat function is basically useless as it redirects everything to email which is much slower.",Awful,2021-07-25 13:34:15,1,Annie Kab,GB
67,False,"{'id': 23730167, 'body': ""Thank you so much for your review! We're thrilled to hear that you have loved our app this much 😍\u200b\n\nFever Team"", 'modified': '2021-07-04T10:05:55Z'}","Awesome app, easy to use, and customer service are very helpful (thanks Valentina V!). Great tool for making the most of your city!","Great customer service, an essential tool for making the most of your city!",2021-07-02 16:40:54,5,The shard converter,GB
68,False,"{'id': 22938684, 'body': 'Hello! We are very glad you have enjoyed the experience with our user support team. Fever is working hard to address all inquiries and incidents as quick as possible and to provide our users the best solutions. (: All the best!', 'modified': '2021-05-21T13:33:38Z'}",Thank you to Santiago for his help.   He helped correct an error that was completely my mistake really fast in a very friendly and understanding manner - very impressed,Thank you,2021-04-30 09:10:42,5,minkyman,GB
69,False,"{'id': 8496562, 'body': 'Hi there! Thank you so much for your feedback! Our users are the most important thing in the world for us and we love helping them, we are glad that our mission is fulfilled. :) Thanks for using Fever! Kind regards,   Fever Team', 'modified': '2019-05-03T13:51:31Z'}",I bought some tickets for my daughter and needed them transferred to her account. Customer service ( all via email ) was very quick and efficient. Very impressed,Fantastic customer service,2019-03-12 16:48:45,5,Boycotts,GB
70,False,"{'id': 24581036, 'body': ""Thank you for such a positive review, Sam! We're thrilled to hear that your experience with us has been this positive :) ![](https://backend.growthdot.com/api/mail-tracking/resources/2426301_11d01f5f-1b59-46a8-ab8b-28de20e28f8d.gif)\n\nFever Team"", 'modified': '2021-08-18T14:07:22Z'}","Great customer service, had to reschedule due to work and was sorted in a few hours. Catering to any need, the choice for events feel endless. Deffo recommend it for any motive.",Simply amazing,2021-08-16 18:58:47,5,Sam8_mohamed,GB
71,False,"{'id': 23331828, 'body': 'Hey there, Dinara! We are so glad to learn that you had such a great time in our event, and that you took the time to leave a kind review for us. It really keeps us going at Fever to know the great feedback you have for our events. We hope to keep hosting unforgettable experiences for you ❤️ Thanks!', 'modified': '2021-06-11T15:08:56Z'}","Today I went to the concert of Mozart music at Bristol Art Museum. That was a great concert , I really enjoyed to listen to music, I was meditating while listening, because the music was angelic ❤️❤️❤️ thank you",Concert,2021-06-09 20:37:55,5,Dinara Shaimakhanova,GB
72,False,"{'id': 23134092, 'body': 'Thank you for posting a review and we’re sorry to hear that your experience was not of the quality you expected. We would like the opportunity to investigate your feedback further.', 'modified': '2021-06-01T16:31:01Z'}","Made a booking to an event that had already been cancelled! Travelled across London to get there, only to find the event had been cancelled 2 weeks ago. Shocking! You could even book the event on that very day we turned up. Took 1 week to process a refund, after being escalated to multiple departments with only vouchers being offered. WILL STILL NOT PAY FOR TAXI TRAVEL EXPENSES THERE AND BACK, ON TOP OF COMPENSATION FOR RUINING OUR EVENING. Appalling company. Do not use.",***DO NOT USE / AVOID***,2021-05-28 14:06:57,1,doclowbear,GB
73,False,,It is exhausting dealing with Fever.  I have requested a phone call after being told my case had been settled and therefore closed - which is NOT the case.  But I have not been called despite several requests. It is exhausting and bad customer service not to list a telephone number - electronic communications do not always work. I would advise strongly against booking an event with Fever.,Bad customer service,2021-12-29 22:29:53,1,Tres angry,GB
74,False,,"you are scammers I have never used the ticket I bought from you !!!! I only wasted £ 30 !!!! no contact from you !!!! I bought 2 tickets for £ 30 for drinks on the roof top in london. I was going to use them in 2 weeks, they expired!  There was no information anywhere that I should use them on the same day !!! Nobody even answered me what happened !!!  Scammers !!!!",Scammers!!not recomdnded  these aplication,2020-11-10 08:46:13,1,magdalena mioduszewska,GB
75,False,"{'id': 8496572, 'body': 'Hi there, Thank you so much for your 5 stars! We work really hard to provide the best service to our users, and we love to receive this kind of feedback. :) Thank you for using Fever!  Best regards,  Fever Team', 'modified': '2019-05-03T13:52:16Z'}","Fever were really helpful really pleased with the customer service. Due to unforeseen circumstances Im unable to make it to the secret garden dinner that was booked. Fever kindly refunded my purchase and were very prompt with their responses. 
Thank you!",Thank you for all your help!,2019-02-13 18:25:56,5,naz-/::,GB
76,False,,"This app is great and well recommended!! if you are really looking for fun but have no idea where to go, this app is a good answer !! They offer you best place to go and friendly prize you can get from here !! It’s amazing app !!",⭐️⭐️⭐️⭐️⭐️,2018-09-23 01:22:34,5,Junthee,GB
77,False,,I could not retrieve my tickets as the app didn’t open. Fernando from Customer Service solved the problem within minutes. Saved the day!,Great customer service,2018-04-25 20:54:19,5,mkkcosmo,GB
78,False,"{'id': 25579025, 'body': 'Hello! We regret to hear that your experience with us has not been positive. Feel free to reach us at customer_satisfaction@feverup.com so we can take a closer look at your case and properly assist you. We apologize for the inconvenience!', 'modified': '2021-10-08T21:38:56Z'}",I had tickets for a candlelight gig (UK) which was first rescheduled and then cancelled all together. I asked for a refund as wasn’t my fault the event was cancelled. That was absolutely months ago. Absolutely no sign of a refund and trying to get a response from customer service has been ridiculous. I’ll definitely never use Fever again.,Awful customer service & doesn’t refund.,2021-10-04 15:08:54,1,r.lea21,GB
79,False,"{'id': 25454387, 'body': 'Hello! We regret to hear that your experience with us has not been positive. Feel free to reach us at customer_satisfaction@feverup.com so we can take a closer look at your case and properly assist you. We apologize for the inconveniences.', 'modified': '2021-10-02T17:19:59Z'}","Don’t use this app! I bought tickets to an event, only to turn up and find the event closed down. I contacted fever and they would not refund to my original payment method, as is protected under the consumer rights act. They eventually said they would review my case and get back to me, however I haven’t heard anything back and they are not responding to my emails.",Scammed out of money,2021-09-27 16:21:59,1,allnicknmesaretaken2039480,GB
80,False,"{'id': 24382701, 'body': 'Hi, Soph. What a lovely news to learn that the service we gave you was considered excellent. This keeps us focused on our main goal which is offerring our users the smoothest experience as possible. Thanks for using Fever.\n\nFever Team', 'modified': '2021-08-08T20:22:24Z'}",App is great to use and the customer service is very friendly and accommodating. Lots of good experiences to choose from.,"Great app, great experiences available and amazing customer service!",2021-08-07 14:19:12,5,shy_soph,GB
81,False,"{'id': 24233464, 'body': 'Thank you for the kind rating, Red! We’re so happy that your experience with Fever went well. Make sure to visit https://feverup.com to discover more great plans in your city!\n\nFever Team', 'modified': '2021-07-31T17:57:01Z'}","My son and I went to the Hans Zimmer,Ennio Morricone and others film scores being played by a quartet ,it was lovely ,serene and 1st time out after all the covid restrictions will be booking some more of these performances",Florrie institute,2021-07-29 20:41:22,5,red 💕,GB
82,False,"{'id': 24295482, 'body': ""James, we're deeply sorry that you're having issues with our app. You can try logging in using the option Email to log in, or you can read our privacy https://feverup.com/legal/privacy_en.html\n\nFever Team"", 'modified': '2021-08-03T17:55:16Z'}",I wanted to use this app but you need to login with either Google or Facebook. Please add email/password login for those of us that don’t want to share our data with these companies.,Google or Facebook account required,2021-08-01 13:26:36,3,James2406,GB
83,False,"{'id': 22161617, 'body': 'Hello! Thank you for your review. Our responses have been impacted due to the high volume of request but we are very glad you enjoyed the experience with our user support team and the Fever app. From Fever we are commited to give our users the best possible experience (: All the best!', 'modified': '2021-04-10T11:27:21Z'}","After a long delay due to staff shortage and overflow of customer requests, I was finally able to receive confirmation of a booking.  Once a Fever Team agent contact me, everything was handled very promptly and the follow up has been excellent.",Mrs KMcD,2021-04-07 18:15:37,4,Mrs KMcD,GB
84,False,"{'id': 8496587, 'body': 'Hi there! Thank you so much for your 5 stars! Our users are the most important thing in the world, and we love helping them. We are happy to know that our mission is fulfilled! ;) Thanks for using Fever!  Kind regards,  Fever Team', 'modified': '2019-05-03T13:53:07Z'}","I have booked a ticket which apparently was to wrong date. Even though they have a non-refundable purchase policy, they refunded the ticket for this instance.",Excellent Customer Service,2019-01-01 16:37:40,5,Eraycul,GB
85,False,"{'id': 28111168, 'body': ""Hello. We're sad that your experience with us was not worthy of more stars. We will forward your comments to the appropriate department for them to take them into account for our app in the future. Regards,"", 'modified': '2022-02-17T16:22:47Z'}","This forced users to checkout multiple times, incurring processing fees each time. It also leads to the possibility of subsequent tickets becoming unavailable, as it takes time to go through the checkout process. I can’t understand why there isn’t a cart, which can hold multiple tickets.",Impossible to add multiple tickets to cart,2022-02-09 21:01:11,1,Zoochew,GB
86,True,"{'id': 21770974, 'body': 'Hello, Thank you for bringing this to our attention, Unfortunately we are unable to track you incidence here, can you please email us at hello@feverup.com? We are looking forward to your email and hope to resolve it promptly and accurately. Kind regards', 'modified': '2021-03-24T20:02:42Z'}",Been waiting for a few weeks for their response,Poor customer service,2021-03-24 20:02:41,4,Lov3ua,GB
87,False,"{'id': 21543376, 'body': 'Hello,\nThank you for your review. I’m sorry to hear you had such a frustrating experience, but I really appreciate you bringing this issue to my attention.\nWe want to make things better for you, please email us to hello@feverup.com with your incidence number so we can take a deeper look into this issue and help you out. We will be awaiting for your email.\nBest regards,', 'modified': '2021-03-09T14:48:02Z'}","We bought tickets for an online event and we’re told the link would be sent to us an hour before the start time (12:00)

30 mins to go and no sign of the ticket so we tried contact via website, Facebook and Instagram...no response

12:57...link arrives - almost an hour after the evert started so we missed pretty much the whole thing. Tickets were for a friends birthday brunch so we’d also arranged a delivery for the event which was totally wasted. 

Feedback from Fever is that tickets are non-refundable. Absolutely ridiculous when they failed to sent the link to access the event! 

Do not use!",DO NOT USE,2021-02-27 09:55:39,1,Hetstar88,GB
88,False,"{'id': 25186952, 'body': ""Thank you for such a positive review! We're thrilled to hear that your experience with us has been this positive :)"", 'modified': '2021-09-19T08:38:09Z'}",The App that is bringing lights when you  are in  difficult road.,Lovely selection of events,2021-09-17 18:41:41,5,ClemMindfull,GB
89,False,"{'id': 23819267, 'body': 'Hola,\n\nGracias por contactar con Fever!\n\nMuchas gracias por tu reseña y comentario;\n\nEsperamos que sigas disfrutando de nuestros planes y nos cuentes también sobre tus experiencias positivas.\n\nUn saludo,\n\nFever Team', 'modified': '2021-07-08T11:30:47Z'}",I am so impressed with the response I had with changing my ticket at such a late date. Excellent.,Great customer service,2021-07-06 09:00:57,5,Tone the cockney,GB
90,False,"{'id': 24013616, 'body': ""Hello! Thank you so much for taking the time to leave us a 5 star rating - it's much appreciated from the Fever Team! We hope that you and your friends keep finding new adventures with us.\n\nFever Team"", 'modified': '2021-07-19T18:42:24Z'}",Whole experience from booking to event was brilliant very easy to do and loved it,Friday night drive through movie,2021-07-17 09:33:08,5,Jyddkutcky,GB
91,False,"{'id': 22938760, 'body': 'Hello! Thank you very much for your review. We are very glad you have enjoyed the experience with our Fever app and our user support team. Our commitment is to offer our users the best experience (: All the best!', 'modified': '2021-05-21T13:39:00Z'}","First time using the app and was I was a bit confused as to where my tickets were stored
Got in touch a few times with the fever team who helped me understand it all
They were quick to respond and very helpful 
Thanks team
As for the app it’s great for finding out what’s going on in the area you want
Fully recommend",Brilliant service,2021-05-13 14:55:18,5,Beveric15,GB
92,False,"{'id': 23852491, 'body': ""Thank you so much for your 5-star review - it's much appreciated! 🤩\n\nFever Team"", 'modified': '2021-07-10T09:07:43Z'}",Fabulous absolutely fabulous can’t recommend highly enough,The team at Fever go over and above,2021-07-09 00:48:28,5,utterlyappalled1,GB
93,False,,Customer service were so helpful. It's nice know they actually want to help. So far a pleasant experience using this app,Great events great customer service,2017-11-06 15:23:49,5,Genus aka unsnarl,GB
94,False,"{'id': 9792873, 'body': 'Hi Hollie,  We are so sorry for your bad experience :( We are available 24/7 via email at hello@feverup.com, chat or phone to help you in any way we can and find a solution for your specific case. Please feel free to get in touch so we can look into this and sort it out for you! Best regards,  Fever Team', 'modified': '2019-07-22T21:39:47Z'}","I am not someone who ever writes reviews, but my friend and I just got scammed. We waited for a boat party in London which never came and had a manager of the pier say it’s a private pier where they are the only boat company that’s there. Honestly please avoid currently attempting to get a refund but doubt this company is genuine enough to even provide that. 

Please just avoid! I will from now on.",This site is a scam,2019-07-20 19:18:42,1,hollieFEVERISAJOKE,GB
95,False,"{'id': 23729916, 'body': ""Thank you for your 5-star review! We're pleased to hear that your experience with our customer service was this positive. Thank you for using Fever 😊\u200b\n\nFever Team"", 'modified': '2021-07-04T09:32:48Z'}",I had great customer service sorting a problem which meant I could go to an event at time I wanted. Thanks Fever!!,Issue sorted!!,2021-07-02 08:56:42,5,mcrjim,GB
96,False,"{'id': 8683162, 'body': 'Hi Jane, Thank you so much for your 5 stars! Our users are the most important thing in the world for us and we love helping them, we are glad that our mission is fulfilled. :) Thanks for using Fever! Best regards, Fever Team', 'modified': '2019-05-15T11:25:19Z'}","My son purchased tickets for my birthday this coming weekend for the ABBA boat trip. They came to his email and I needed them swapped to mine, I had excellent communication with fever and it was sorted.",Excellent,2019-05-14 07:05:20,5,jane1968m,GB
97,False,"{'id': 8496560, 'body': 'Hi, Thank you so much for your 5 stars! We love helping our users so that they can have the best Fever experience, and this kind of feedback makes us really happy. :) Thanks for using Fever! Best regards,   Fever Team', 'modified': '2019-05-03T13:51:23Z'}","I have called the costumer service wanted to change the date of the event. 
They have send me an confirmation email and all was sorted in 15 min.",The best and quickest costumer service ever,2019-03-26 16:33:02,5,12&Nes,GB
98,False,,Nice app - easy to use. Had an issue with a mistake I made on a ticket and the staff were friendly and happily helped me out. Recommend.,Good app - great service,2018-12-14 13:59:22,5,JayAbles,GB
99,False,"{'id': 28110700, 'body': ""Hello. We're sorry that your experience with us has not been the best. Should you need any assistance please contact customer_satisfaction@feverup.com"", 'modified': '2022-02-17T15:59:06Z'}","I saw a review saying it was easy to get a voucher if you cancel a ticket, easy yes, but no warning that you lose about 60% of what you put in.
If I’d known the ticket I spent £30 on would’ve only given me £9 back and only 2 months to use it, I would have passed it on to someone for free.

Feeling very burnt!",Ouch- cancellation fees huge,2022-02-08 09:09:53,1,T***7000,GB
100,False,"{'id': 22938700, 'body': 'Hello! Thank you very much for your review! We are very glad you have enjoyed the experience with our Fever app. We are always working to bring you new and original experiences in your city (: All the best!', 'modified': '2021-05-21T13:34:33Z'}",This is a great portal to find deals fast! Search/filtration functions are great and a large range of areas of interest are covered.,Great deals portal!,2021-05-08 22:20:49,5,Blue_4,GB
101,False,"{'id': 28180585, 'body': 'Hello,\n\nThanks for contacting Fever!\n\nThank you very much for your review and comment; only this way we can continue improving and offering you the best quality Fever events:-)\n\nWe hope you continue to enjoy our events and also tell us about your positive experiences.\n\nKind Regards,\n\nFever Team', 'modified': '2022-02-21T23:41:10Z'}","Not only do you charge me to book the ticket, but then you have the audacity to force me to download yet another useless app. In the age rampant user spying and data harvesting it is very clear why you are pushing this. I wish I could have booked the tickets in any other way.",Awful everything,2022-02-19 23:44:31,1,whisperer.in.darkness,GB
102,False,"{'id': 25839719, 'body': 'Hello. Thank you for bringing this to our attention. Please reach us at customer_satisfaction@feverup.com so we can properly assist you.', 'modified': '2021-10-22T18:56:38Z'}","Awful Service and Misleading App. 

Vouchers as refunds that doesn’t appear on account - cancels ticket when you try to view other available dates and then does refund money. They go through a ‘review’ system to refund tickets they cancelled, 

Awful, misleading and not a trustworthy company.",Does not refunds tickets - not policy.,2021-10-19 23:50:38,1,Sinemk,GB
103,False,"{'id': 8496576, 'body': 'Hi there, Thank you so much for your feedback! We love helping our users so that they can have the best Fever experience. We are so glad to know that we are on the right track! Keep looking for the best plans and offers that are waiting for you :)  Best regards,  Fever Team', 'modified': '2019-05-03T13:52:31Z'}",Fever is brilliant. Very easy to use and excellent offers. The customer service team are really friendly and helpful.,Excellent service,2019-02-05 13:29:19,5,Kathgan,GB
104,False,"{'id': 11235286, 'body': ""Hi there, Thank you for this great rating! We are glad you are rediscovering the city with us... Don't forget to check out all the amazing new plans we found for you ;) Thanks for using Fever! Best regards, Fever Team"", 'modified': '2019-10-14T11:23:05Z'}",Love this - gives us inspiration for our next day out. Access to lots of unusual and new releases things. Easy to use,Great events,2019-10-05 06:12:20,5,michy2211,GB
105,False,,"Bought tickets for Wicked Musical. Money was taken from the bank - then app said (opps something went wrong). 

Tried twice with same result. So nearly £160 out of pocket and no tickets. Relying on bank to return funds.

Customer service is awful, failed to admit it was the apps fault. Second time this has happened. Absolute joke.","Money Paid, No Tickets",2018-09-24 20:15:47,1,CaseyWalks87,GB
106,False,"{'id': 8496558, 'body': 'Hi there! Thank you so much for your feedback! We work really hard to provide the best service and to improve the app day by day, so we are delighted to know that we are on the right track!  Keep looking for the best plans and offers that are waiting for you ;) Kind regards,  Fever Team', 'modified': '2019-05-03T13:51:15Z'}",Great app for fun events and date ideas. Customer service is super quick and helpful too,Impressed!,2019-03-27 14:02:18,5,katstrokes,GB
107,False,"{'id': 28202513, 'body': 'Hello. Thanks for bringing this to our attention. Please, contact us at customer_satisfaction@feverup.com to help you with your case. We apologize for the inconvenience!', 'modified': '2022-02-22T22:38:18Z'}","I had bought Odeon cinema tickets for a discounted price from the fever app and they do not work what so ever I have called them several time to sort out the problem or GIVE ME BACK MY MONEY. every single time they have said they'll need to escalate my issue and email me back but they do not solve the issue what so ever 

WASTE OF MONEY 

IM WORKING ON LEAGAL CHARGES AGAINST THIS.",HORRENDOUS,2022-02-13 11:38:29,1,bafelisha,GB
108,False,"{'id': 26828495, 'body': 'Hello! Thank you very much for your feedback. We will make sure to forward it to the appropriate department for them to take it into account moving forward :)', 'modified': '2021-12-14T13:33:12Z'}",Really well designed and easy to use app please consider adding apple wallet support for tickets like the other vendors have done,Great but…,2021-10-28 20:43:35,4,iammbuk,GB
109,False,"{'id': 25180571, 'body': ""Hello Lee. We are truly sorry about your bad experience. Thank you for your feedback; we'll take it into account to improve and provide a better service next time. Kind regards."", 'modified': '2021-09-18T14:20:38Z'}",So far I’m three emails and two weeks into trying to get a VAT receipt for event tickets. When a business finds the simplest of things like this difficult to get right it tells you a lot of what you need to know. Just no excuse for it these days.,Awful customer service.,2021-08-25 08:44:03,1,Lee Newell,GB
110,False,"{'id': 11270058, 'body': 'Hi there! Thank you for such a great feedback! We work really hard to provide the best service to our users and to improve the app day after day, so we are glad to know that we are on the right track! Thanks for using Fever! Kind regards, Fever Team', 'modified': '2019-10-15T21:39:07Z'}","People at Fever are always happy to help. 
Easy to book, very intuitive and simple process.",Amazing service!,2019-10-15 14:00:39,5,KseniaRU,GB
111,False,,I sent several messages to Fever via app and email to ascertain the event I bought tickets for is still taking place.  Received no reply whatsoever.  No contact number is listed for event organiser.  I will delete the app after I attend the event tomorrow and will never use it again.,Customer support is non existent,2020-10-09 18:46:17,1,EMM295,GB
112,False,,"Very pleased with how helpful, friendly and reactive the customer service was. Thank you!",Excellent customer service,2018-06-07 01:01:20,5,bolettos85,GB
113,False,"{'id': 23199431, 'body': 'Hello! Thank you very much for your review! We are very glad you have enjoyed the experience with our Fever app. We are always working to bring you new and original experiences (: All the best!', 'modified': '2021-06-04T13:49:46Z'}",What a fun and easy way to book days and nights out etc. I love it!,Fever is my new favourite app,2021-05-27 17:53:43,5,Nuppukka,GB
114,False,,We’re very helpful when needed and kept me fully informed of a location change 😊,Good App,2018-01-27 19:54:44,5,Talia B,GB
115,False,"{'id': 26992482, 'body': 'Hello. Thank you for your kind review! We hope to see you soon at future Fever events :) ![](https://backend.growthdot.com/reply-after-this/3883950_d97c08a0-0890-4cbd-899e-7b69017a5e82.gif)\n\nFever Team', 'modified': '2021-12-22T10:53:05Z'}","Really good app 
nice events to go too 
convenient n very easy to use 👍",Try it out,2021-12-20 16:22:27,5,P Popular,GB
116,False,"{'id': 21849601, 'body': 'Hello Anders! We are sorry to hear you have not enjoyed your experience with our app. Our tickets are digital but we always send a confirmation email as well so you can print it if you want (:\n\nWe are experiencing a high volume of contacts and our reply times have been impacted. Our commitment is to get back to everyone so rest assured we will email you as soon as possible to help you acces your tickets. Best regards,', 'modified': '2021-03-24T21:38:13Z'}","Brought tickets online but can only view them in the app apparently, only thing is the app says I have no tickets! Been trying to speak to the company about this but clearly they don’t have staff able to write a email, so no response",Good app not so good company,2021-03-14 11:46:31,1,Anders-99,GB
117,False,,"Following an illness of one of our party, a refund was agreed which was much appreciated. Will definitely use again.",Great customer service,2018-04-19 09:56:23,4,DaveJHolmes,GB
118,False,,"Don’t trust this, they will not give you a refund or allow you to change anything about the tickets. They don’t notify you of any changes that occur at the venue or changes about COVID restrictions, when they say this on their app. This is how I lost my money. Not reliable 👎",DO NOT GET!!!,2021-12-25 03:27:18,1,👌👌👅,GB
119,False,"{'id': 15300423, 'body': ""Hello, We really want you to enjoy your city safely. We are updating the plans in the app, adopting the measures announced by local authorities in all of our cities. We appreciate your patience and understanding! We are notifying our users via email of the changes starting with the most immediate events. However, sometimes we must wait for the organiser's guidelines. Please feel free to email us at hello@feverup.com to provide more information regarding your case. Best regards, Fever Team"", 'modified': '2020-05-13T16:34:11Z'}","Awful. Booked for an event which was cancelled due to Covid 19. Asked for refund, just get a standard ‘we’re really busy/will get back to you’ - they haven’t, despite repeated requests. From other reviews I’m obviously not alone in this experience. Would advise everyone to steer well clear.",Quarantine this app!,2020-05-11 12:18:17,1,Hackedoffkent,GB
